Aviso;Fecha;Ubicación técnica;Ce.coste;Equipo;IniAvería;FinAvería;HIniAver;HFinAver; DurParada;Un.;Cl.;Creado el;Autor aviso;Orden;Cierre;PerfCatál;IntRespEj;Ejecutante
10064759;17.01.2024;SPEQ-TEMA-RT40-CAR;13255;12004749;16.01.2024;16.01.2024;21:41:00;21:47:00;0,1;H;A1;17.01.2024;YANO;;17.01.2024;GRURTG;10000398;47
10064760;18.01.2024;SPEQ-TEMA-TL01;13294;12002211;18.01.2024;18.01.2024;17:00:00;17:40:00;0,67;H;A1;18.01.2024;EDWARS;;23.01.2024;TRULIFT;10000486;47
10064761;19.01.2024;SPEQ-TEMA-EC07;13293;12002210;19.01.2024;19.01.2024;0:29:00;0:50:00;0,35;H;A1;19.01.2024;LUISM;100026111;22.01.2024;EMPTY;10001582;47
10064762;19.01.2024;SPEQ-TEMA-RT42-GANT;13255;12004687;19.01.2024;19.01.2024;0:19:00;0:21:00;0,03;H;A1;19.01.2024;LUISM;;22.01.2024;GRURTG;10000481;47
10064763;19.01.2024;SPEQ-TEMA-GP10-SPRE;13220;12003115;18.01.2024;18.01.2024;22:37:00;22:41:00;0,07;H;A1;19.01.2024;LUISM;;19.01.2024;SPREADER;10000177;47
10064764;19.01.2024;SPEQ-TEMA-T062;13263;12002190;18.01.2024;18.01.2024;23:15:00;23:20:00;0,08;H;A1;19.01.2024;LUISM;;22.01.2024;TRACTERM;222;47
10064765;19.01.2024;SPEQ-TEMA-TL01;13294;12002211;19.01.2024;19.01.2024;14:30:00;15:45:00;1,25;H;A1;19.01.2024;YANO;100026112;19.01.2024;TRULIFT;10000398;47
10064766;19.01.2024;SPEQ-TEMA-RT27-CAR;13254;12004737;19.01.2024;19.01.2024;14:35:00;14:42:00;0,12;H;A1;19.01.2024;YANO;;19.01.2024;GRURTG;10000660;47
10064767;20.01.2024;SPEQ-TEMA-TL02;13294;12002212;19.01.2024;19.01.2024;22:30:00;23:15:00;0,75;H;A1;20.01.2024;EDWARS;;21.01.2024;TRULIFT;10001385;47
10064768;20.01.2024;SPEQ-TEMA-T103-MOT;13264;12003570;20.01.2024;20.01.2024;7:28:00;9:15:00;1,78;H;A1;20.01.2024;YANO;100026113;20.01.2024;M-DIES-T;10000398;47
10064769;20.01.2024;SPEQ-TEMA-RT37-CAR;13255;12004732;20.01.2024;20.01.2024;22:00:00;22:30:00;0,5;H;A1;20.01.2024;EDWARS;100026114;23.01.2024;GRURTG;10000504;47
10064770;21.01.2024;SPEQ-TEMA-RS02;13245;12002222;21.01.2024;21.01.2024;16:00:00;20:50:00;4,83;H;A1;21.01.2024;LUISM;100026115;29.01.2024;REASTAKE;10001582;47
10064771;22.01.2024;SPEQ-TEMA-GP12-SPRE;13222;12003611;21.01.2024;21.01.2024;23:41:43;23:45:00;0,05;H;A1;22.01.2024;DOUGLASB;;25.01.2024;SPREADER;10001467;142
10064772;22.01.2024;SPEQ-TEMA-RT23-CAR;13254;12004733;21.01.2024;21.01.2024;21:58:45;22:02:00;0,05;H;A1;22.01.2024;DOUGLASB;;23.01.2024;GRURTG;10000774;142
10064773;22.01.2024;SPEQ-TEMA-RT36-GANT;13254;12004682;22.01.2024;22.01.2024;1:41:48;1:47:00;0,09;H;A1;22.01.2024;DOUGLASB;;25.01.2024;GRURTG;10001467;142
10064774;22.01.2024;SPEQ-TEMA-TL05;13294;12002215;22.01.2024;22.01.2024;6:55:00;7:10:00;0,25;H;A1;22.01.2024;LUISM;;29.01.2024;TRULIFT;10001582;47
10064775;22.01.2024;SPEQ-TEMA-RT37-GANT;13255;12004575;22.01.2024;22.01.2024;8:16:00;8:18:00;0,03;H;A1;22.01.2024;LUISM;;29.01.2024;GRURTG;10000481;47
10064776;22.01.2024;SPEQ-TEMA-RT29;13254;12002039;22.01.2024;22.01.2024;11:40:00;11:44:00;0,07;H;A1;22.01.2024;LUISM;;29.01.2024;GRURTG;10000481;47
10064777;22.01.2024;SPEQ-TEMA-RT28-UNPO;13254;12003004;22.01.2024;22.01.2024;12:00:00;12:05:00;0,08;H;A1;22.01.2024;LUISM;;29.01.2024;MOTODIES;10000481;47
10064778;22.01.2024;;13201;12005210;22.01.2024;22.01.2024;18:40:00;20:00:00;1,33;H;A1;22.01.2024;YANO;100026116;30.01.2024;VEHICULO;10000398;47
10064779;22.01.2024;SPEQ-TEMA-RT23-CAR;13254;12004733;22.01.2024;22.01.2024;15:38:00;15:48:00;0,17;H;A1;22.01.2024;YANO;;22.01.2024;GRURTG;10001807;47
10064780;22.01.2024;SPEQ-TEMA-TL02;13294;12002212;19.11.2023;19.11.2023;15:00:00;16:07:00;1,12;H;A1;22.01.2024;YANO;;22.01.2024;TRULIFT;10001114;47
10064781;23.01.2024;SPEQ-TEMA-RT28-UNPO;13254;12003004;23.01.2024;23.01.2024;8:33:00;8:36:00;0,05;H;A1;23.01.2024;LUISM;;29.01.2024;MOTODIES;10000481;47
10064782;23.01.2024;SPEQ-TEMA-RT35-HOIS;13254;12004617;23.01.2024;23.01.2024;11:29:00;11:34:00;0,08;H;A1;23.01.2024;LUISM;;29.01.2024;GRURTG;10000481;47
10064783;24.01.2024;SPEQ-TEMA-T061;13263;12002189;24.01.2024;24.01.2024;14:40:00;15:20:00;0,67;H;A1;24.01.2024;LUISM;100026118;29.01.2024;TRACTERM;10001582;47
10064784;24.01.2024;SPEQ-TEMA-TL05;13294;12002215;24.01.2024;24.01.2024;15:50:00;16:30:00;0,67;H;A1;24.01.2024;LUISM;100026119;29.01.2024;TRULIFT;10001582;47
10064785;25.01.2024;SPEQ-TEMA-TL01;13294;12002211;25.01.2024;25.01.2024;2:50:00;9:15:00;6,42;H;A1;25.01.2024;YANO;100026167;25.03.2024;TRULIFT;10001385;47
10064786;25.01.2024;SPEQ-TEMA-RT38-HOIS;13255;12004619;25.01.2024;25.01.2024;4:38:00;4:51:00;0,22;H;A1;25.01.2024;YANO;;25.01.2024;GRURTG;10000660;47
10064787;25.01.2024;SPEQ-TEMA-GP11-SPRE;13221;12003610;25.01.2024;25.01.2024;10:07:00;10:19:00;0,2;H;A1;25.01.2024;EDWARS;100026154;31.01.2024;SPREADER;10000504;47
10064788;26.01.2024;SPEQ-TEMA-RS03-SPRE;13245;12002427;25.01.2024;25.01.2024;23:07:00;23:20:00;0,22;H;A1;26.01.2024;LUISM;;29.01.2024;SPRE-TER;10001582;47
10064789;26.01.2024;SPEQ-TEMA-T045-TRAN;13262;12002488;25.01.2024;26.01.2024;23:30:00;0:00:00;0,5;H;A1;26.01.2024;LUISM;;29.01.2024;TTTRANS;10001582;47
10064790;27.01.2024;SPEQ-TEMA-RT29-SKEW;13254;12005630;27.01.2024;27.01.2024;9:49:10;12:00:00;2,18;H;A1;27.01.2024;DOUGLASB;100026120;30.01.2024;GRURTG;10001765;142
10064791;27.01.2024;SPEQ-TEMA-RT42-CAR;13255;12004751;27.01.2024;27.01.2024;13:17:37;14:00:00;0,71;H;A1;27.01.2024;DOUGLASB;100026121;30.01.2024;GRURTG;10001765;142
10064792;27.01.2024;SPEQ-TEMA-TL08-TRAN;13294;12004367;27.01.2024;;14:30:00;0:00:00;0;H;A1;27.01.2024;YANO;100026149;;TTTRANS;10001114;47
10064793;27.01.2024;SPEQ-TEMA-RT37-HOIS;13255;12004567;27.01.2024;27.01.2024;18:05:00;18:25:00;0,33;H;A1;27.01.2024;YANO;;27.01.2024;GRURTG;10000660;47
10064794;27.01.2024;SPEQ-TEMA-RT38-UNPO;13255;12003695;27.01.2024;27.01.2024;15:49:00;16:09:00;0,33;H;A1;27.01.2024;YANO;;27.01.2024;MOTODIES;10001807;47
10064795;27.01.2024;SPEQ-TEMA-RT33;13254;12002043;27.01.2024;27.01.2024;16:22:00;16:42:00;0,33;H;A1;27.01.2024;YANO;;27.01.2024;GRURTG;10000660;47
10064800;28.01.2024;SPEQ-TEMA-TL04;13294;12002214;28.01.2024;28.01.2024;1:02:47;2:00:00;0,95;H;A1;28.01.2024;EDWARS;;29.01.2024;TRULIFT;10000504;47
10064801;28.01.2024;SPEQ-TEMA-TL01;13294;12002211;28.01.2024;28.01.2024;7:30:00;8:30:00;1;H;A1;28.01.2024;YANO;100026140;02.02.2024;TRULIFT;10001114;47
10064802;28.01.2024;SPEQ-TEMA-T053;13263;12002181;28.01.2024;29.01.2024;11:45:25;16:00:00;28,24;H;A1;28.01.2024;YANO;100026141;30.01.2024;TRACTERM;10000398;47
10064803;28.01.2024;SPEQ-TEMA-RT29-UNPO;13254;12003005;28.01.2024;28.01.2024;10:18:00;10:28:00;0,17;H;A1;28.01.2024;YANO;100026142;30.01.2024;MOTODIES;10001807;47
10064804;28.01.2024;SPEQ-TEMA-T094;13264;12003389;28.01.2024;28.01.2024;11:49:00;12:03:00;0,23;H;A1;28.01.2024;YANO;;28.01.2024;TRACTERM;10001807;47
10064805;28.01.2024;SPEQ-TEMA-RT27;13254;12002037;28.01.2024;28.01.2024;11:52:00;12:06:00;0,23;H;A1;28.01.2024;YANO;;28.01.2024;GRURTG;10001807;47
10064806;28.01.2024;SPEQ-TEMA-T087;13264;12003382;28.01.2024;28.01.2024;13:23:33;13:50:00;0,44;H;A1;28.01.2024;YANO;100026168;06.02.2024;TRACTERM;10001114;47
10064807;28.01.2024;SPEQ-TEMA-GP13-GANT;13223;12003663;29.01.2024;30.01.2024;20:40:00;15:00:00;1;H;A1;28.01.2024;DOUGLASB;100026174;01.03.2024;GRUSTS;163;142
10064808;29.01.2024;SPEQ-TEMA-RT35-SPRE;13254;12002979;29.01.2024;29.01.2024;1:30:00;2:00:00;0,5;H;A1;29.01.2024;EDWARS;;31.01.2024;SPREADER;10000504;47
10064809;29.01.2024;SPEQ-TEMA-EC07;13293;12002210;29.01.2024;29.01.2024;8:05:18;11:29:00;3,4;H;A1;29.01.2024;YANO;100026143;30.01.2024;EMPTY;10001114;47
10064810;29.01.2024;SPEQ-TEMA-RT38-HOIS;13255;12004619;29.01.2024;29.01.2024;7:20:00;8:00:00;0,67;H;A1;29.01.2024;YANO;;29.01.2024;GRURTG;10000398;47
10064811;29.01.2024;SPEQ-TEMA-RS08;13245;12002228;29.01.2024;29.01.2024;13:11:00;19:30:00;6,32;H;A1;29.01.2024;YANO;100026144;30.01.2024;REASTAKE;10001114;47
10064812;29.01.2024;SPEQ-TEMA-RT25-TROL;13254;12004639;29.01.2024;29.01.2024;9:26:00;9:46:00;0,33;H;A1;29.01.2024;YANO;;29.01.2024;GRURTG;10000660;47
10064813;29.01.2024;SPEQ-TEMA-RT25-SPRE;13254;12002969;29.01.2024;29.01.2024;11:33:00;11:50:00;0,28;H;A1;29.01.2024;YANO;;29.01.2024;SPREADER;10000660;47
10064814;29.01.2024;SPEQ-TEMA-T086;13264;12003381;29.01.2024;29.01.2024;15:00:00;16:50:00;1,83;H;A1;29.01.2024;LUISM;100026147;31.01.2024;TRACTERM;10001582;47
10064815;29.01.2024;SPEQ-TEMA-T066;13263;12002194;29.01.2024;29.01.2024;16:00:00;16:40:00;0,67;H;A1;29.01.2024;LUISM;100026169;25.03.2024;TRACTERM;222;47
10064816;29.01.2024;SPEQ-TEMA-RS08;13245;12002228;29.01.2024;29.01.2024;17:40:00;19:40:00;2;H;A1;29.01.2024;LUISM;;31.01.2024;REASTAKE;10001582;47
10064817;29.01.2024;SPEQ-TEMA-T071;13263;12002199;29.01.2024;29.01.2024;15:40:00;15:55:00;0,25;H;A1;29.01.2024;LUISM;;31.01.2024;TRACTERM;10000177;47
10064818;29.01.2024;SPEQ-TEMA-RT23-GANT;13254;12004574;29.01.2024;29.01.2024;16:46:00;16:48:00;0,03;H;A1;29.01.2024;LUISM;;31.01.2024;GRURTG;10000481;47
10064819;29.01.2024;SPEQ-TEMA-RT23-GANT;13254;12004574;29.01.2024;29.01.2024;17:04:00;17:07:00;0,05;H;A1;29.01.2024;LUISM;;31.01.2024;GRURTG;10000481;47
10064820;30.01.2024;SPEQ-TEMA-GP09-SPRE;13219;12001971;30.01.2024;30.01.2024;1:43:50;2:10:00;0,44;H;A1;30.01.2024;DOUGLASB;100026145;30.01.2024;SPREADER;10000324;142
10064821;30.01.2024;SPEQ-TEMA-GP07-GANT;13217;12003056;30.01.2024;30.01.2024;2:08:47;2:14:00;0,09;H;A1;30.01.2024;DOUGLASB;;30.01.2024;GRUSTS;10000774;142
10064822;30.01.2024;SPEQ-TEMA-TL02;13294;12002212;30.01.2024;30.01.2024;6:00:00;7:40:00;1,67;H;A1;30.01.2024;LUISM;100026146;31.01.2024;TRULIFT;10001582;47
10064823;30.01.2024;SPEQ-TEMA-TL05-MOT;13294;12004370;30.01.2024;30.01.2024;6:00:00;11:40:00;5,67;H;A1;30.01.2024;LUISM;100026148;31.01.2024;M-DIES-T;10001582;47
10064824;30.01.2024;SPEQ-TEMA-RT36-GANT;13254;12004682;30.01.2024;30.01.2024;12:42:00;12:47:00;0,08;H;A1;30.01.2024;LUISM;;31.01.2024;GRURTG;10000481;47
10064825;30.01.2024;SPEQ-TEMA-RT31;13254;12002041;30.01.2024;30.01.2024;13:14:00;13:23:00;0,15;H;A1;30.01.2024;LUISM;;31.01.2024;GRURTG;10000481;47
10064826;29.01.2024;SPEQ-TEMA-T084;13264;12003379;29.01.2024;29.01.2024;8:21:00;8:41:00;0,33;H;A1;30.01.2024;YANO;;30.01.2024;TRACTERM;10000398;47
10064827;29.01.2024;SPEQ-TEMA-RT31-TROL;13254;12004645;29.01.2024;29.01.2024;11:36:00;11:42:00;0,1;H;A1;30.01.2024;YANO;;30.01.2024;GRURTG;10000398;47
10064828;29.01.2024;SPEQ-TEMA-RT23-CAR;13254;12004733;29.01.2024;29.01.2024;11:56:00;11:58:00;0,03;H;A1;30.01.2024;YANO;;30.01.2024;GRURTG;10001807;47
10064829;30.01.2024;SPEQ-TEMA-GP10-SPRE;13220;12003115;30.01.2024;30.01.2024;19:32:00;19:39:00;0,12;H;A1;30.01.2024;YANO;;30.01.2024;SPREADER;10000398;47
10064830;30.01.2024;SPEQ-TEMA-RT31-GANT;13254;12004677;30.01.2024;30.01.2024;15:06:00;15:39:00;0,55;H;A1;30.01.2024;YANO;;30.01.2024;GRURTG;10000398;47
10064831;31.01.2024;SPEQ-TEMA-GP12-TLS;13222;12003674;31.01.2024;31.01.2024;1:02:39;10:30:00;9,46;H;A1;31.01.2024;DOUGLASB;100026150;31.01.2024;GRUSTS;10000774;142
10064832;31.01.2024;SPEQ-TEMA-GP10-SPRE;13220;12003115;31.01.2024;31.01.2024;1:30:31;1:35:00;0,07;H;A1;31.01.2024;DOUGLASB;;02.02.2024;SPREADER;10000774;142
10064833;31.01.2024;SPEQ-TEMA-TL02;13294;12002212;31.01.2024;31.01.2024;8:15:00;8:30:00;0,25;H;A1;31.01.2024;LUISM;100026151;01.02.2024;TRULIFT;10001582;47
10064834;31.01.2024;SPEQ-TEMA-TL05;13294;12002215;31.01.2024;31.01.2024;9:50:00;10:00:00;0,17;H;A1;31.01.2024;LUISM;100026152;01.02.2024;TRULIFT;10001582;47
10064835;31.01.2024;SPEQ-TEMA-RS08;13245;12002228;31.01.2024;31.01.2024;12:15:00;12:55:00;0,67;H;A1;31.01.2024;LUISM;;01.02.2024;REASTAKE;10001582;47
10064836;31.01.2024;SPEQ-TEMA-TL04-MOT;13294;12002267;31.01.2024;31.01.2024;13:00:00;13:10:00;0,17;H;A1;31.01.2024;LUISM;;01.02.2024;M-DIES-T;10001582;47
10064837;31.01.2024;SPEQ-TEMA-RT27-TROL;13254;12004641;31.01.2024;31.01.2024;13:17:00;13:22:00;0,08;H;A1;31.01.2024;LUISM;;01.02.2024;GRURTG;10000481;47
10064838;31.01.2024;SPEQ-TEMA-TL02;13294;12002212;31.01.2024;31.01.2024;16:25:00;17:00:00;0,58;H;A1;31.01.2024;EDWARS;100026153;31.01.2024;TRULIFT;10001385;47
10064839;31.01.2024;SPEQ-TEMA-T061-TRAN;13264;12004387;31.01.2024;01.02.2024;22:22:54;1:44:00;3,35;H;A1;31.01.2024;YANO;100026155;01.02.2024;TTTRANS;10001807;47
10064840;01.02.2024;SPEQ-TEMA-T026;13262;12002154;01.02.2024;01.02.2024;1:03:00;1:42:00;0,65;H;A1;01.02.2024;YANO;;01.02.2024;TRACTERM;10000398;47
10064841;01.02.2024;SPEQ-TEMA-GP13-SPRE;13223;12003612;01.02.2024;01.02.2024;2:14:00;2:19:00;0,08;H;A1;01.02.2024;YANO;;04.03.2024;SPREADER;10000398;47
10064842;01.02.2024;SPEQ-TEMA-T079;13264;12003374;01.02.2024;01.02.2024;14:50:00;15:10:00;0,33;H;A1;01.02.2024;LUISM;;15.02.2024;TRACTERM;10000177;47
10064843;01.02.2024;SPEQ-TEMA-RT24;13254;12002034;01.02.2024;01.02.2024;15:42:00;15:51:00;0,15;H;A1;01.02.2024;LUISM;;15.02.2024;GRURTG;10000481;47
10064844;01.02.2024;SPEQ-TEMA-RT30;13254;12002040;01.02.2024;01.02.2024;15:50:00;16:12:00;0,37;H;A1;01.02.2024;LUISM;;15.02.2024;GRURTG;10000481;47
10064845;01.02.2024;SPEQ-TEMA-RT36;13254;12002046;01.02.2024;01.02.2024;15:50:00;15:55:00;0,08;H;A1;01.02.2024;LUISM;;15.02.2024;GRURTG;10000481;47
10064846;01.02.2024;SPEQ-TEMA-RT30-UNPO;13254;12003006;01.02.2024;01.02.2024;20:00:00;20:30:00;0,5;H;A1;01.02.2024;LUISM;100026156;15.02.2024;MOTODIES;10000177;47
10064847;01.02.2024;SPEQ-TEMA-RT42-UNPO;13255;12002277;01.02.2024;01.02.2024;19:41:00;20:10:00;0,48;H;A1;01.02.2024;LUISM;100026157;15.02.2024;MOTODIES;10000177;47
10064848;01.02.2024;SPEQ-TEMA-RT38-UNPO;13255;12003695;01.02.2024;01.02.2024;22:09:49;22:44:00;0,57;H;A1;01.02.2024;YANO;100026158;02.02.2024;MOTODIES;10000660;47
10064849;02.02.2024;SPEQ-TEMA-GP10-HOIS;13220;12003118;02.02.2024;02.02.2024;10:10:00;12:40:00;2,5;H;A1;02.02.2024;EDWARS;100026159;06.02.2024;GRUSTS;10000504;142
10064850;02.02.2024;SPEQ-TEMA-RT30-CAR;13254;12004740;02.02.2024;02.02.2024;6:15:00;7:20:00;1,08;H;A1;02.02.2024;EDWARS;;12.02.2024;GRURTG;10000504;47
10064851;02.02.2024;SPEQ-TEMA-GP10-SPRE;13220;12003115;02.02.2024;02.02.2024;14:43:08;19:00:00;4,28;H;A1;02.02.2024;DOUGLASB;;07.02.2024;SPREADER;10000774;142
10064852;02.02.2024;SPEQ-TEMA-RT33-CAR;13254;12004743;02.02.2024;02.02.2024;14:40:02;14:45:00;0,08;H;A1;02.02.2024;DOUGLASB;;07.02.2024;GRURTG;10001765;142
10064853;02.02.2024;SPEQ-TEMA-RT35-SPRE;13254;12002979;02.02.2024;02.02.2024;17:05:32;18:50:00;1,74;H;A1;02.02.2024;DOUGLASB;;07.02.2024;SPREADER;10000774;142
10064854;02.02.2024;SPEQ-TEMA-T084;13264;12003379;02.02.2024;02.02.2024;22:09:00;22:30:00;0,35;H;A1;02.02.2024;LUISM;100026160;15.02.2024;TRACTERM;10001582;47
10064855;02.02.2024;SPEQ-TEMA-T104;13264;12003399;02.02.2024;02.02.2024;22:06:00;23:00:00;0,9;H;A1;02.02.2024;LUISM;100026161;15.02.2024;TRACTERM;10001582;47
10064856;03.02.2024;SPEQ-TEMA-RT28-UNPO;13254;12003004;03.02.2024;03.02.2024;2:40:00;2:53:00;0,22;H;A1;03.02.2024;LUISM;;28.02.2024;MOTODIES;10000481;47
10064857;03.02.2024;SPEQ-TEMA-T104-MOT;13264;12003571;02.02.2024;02.02.2024;21:30:00;22:00:00;0,5;H;A1;03.02.2024;LUISM;;15.02.2024;M-DIES-T;10001582;47
10064858;03.02.2024;SPEQ-TEMA-RS08;13245;12002228;03.02.2024;03.02.2024;10:28:24;11:28:00;0,99;H;A1;03.02.2024;DOUGLASB;100026170;07.02.2024;REASTAKE;10000774;142
10064859;04.02.2024;SPEQ-TEMA-RT25-UNPO;13254;12003008;03.02.2024;03.02.2024;21:25:00;21:31:00;0,1;H;A1;04.02.2024;LUISM;;05.03.2024;MOTODIES;10000481;47
10064860;04.02.2024;SPEQ-TEMA-T107;13264;12003402;03.02.2024;03.02.2024;21:40:00;21:50:00;0,17;H;A1;04.02.2024;LUISM;;15.02.2024;TRACTERM;10001582;47
10064861;04.02.2024;SPEQ-TEMA-RT42-SPRE;13255;12003618;03.02.2024;03.02.2024;22:48:00;23:22:00;0,57;H;A1;04.02.2024;LUISM;;28.02.2024;SPREADER;10000481;47
10064862;04.02.2024;SPEQ-TEMA-RT33-GANT;13254;12004679;03.02.2024;03.02.2024;23:52:00;23:56:00;0,07;H;A1;04.02.2024;LUISM;;15.02.2024;GRURTG;10000481;47
10064863;04.02.2024;SPEQ-TEMA-RS08;13245;12002228;03.02.2024;04.02.2024;23:55:00;1:20:00;1,42;H;A1;04.02.2024;LUISM;;28.02.2024;REASTAKE;10001582;47
10064864;04.02.2024;SPEQ-TEMA-GP12-SPRE;13222;12003611;04.02.2024;04.02.2024;0:25:00;0:54:00;0,48;H;A1;04.02.2024;LUISM;100026163;22.02.2024;SPREADER;10000177;47
10064865;04.02.2024;SPEQ-TEMA-RT34-UNPO;13254;12003001;04.02.2024;04.02.2024;0:49:00;1:10:00;0,35;H;A1;04.02.2024;LUISM;;06.02.2024;MOTODIES;10000177;47
10064866;04.02.2024;SPEQ-TEMA-RT28-TROL;13254;12004642;04.02.2024;04.02.2024;8:15:49;9:30:00;1,24;H;A1;04.02.2024;DOUGLASB;100026162;07.02.2024;GRURTG;10000774;142
10064867;04.02.2024;SPEQ-TEMA-GP13-SPRE;13223;12003612;04.02.2024;04.02.2024;17:31:00;17:36:00;0,08;H;A1;04.02.2024;YANO;;04.03.2024;SPREADER;10000660;47
10064869;04.02.2024;SPEQ-TEMA-RT42-GANT;13255;12004687;04.02.2024;04.02.2024;15:00:00;15:45:00;0,75;H;A1;04.02.2024;YANO;100026171;09.02.2024;GRURTG;10000660;47
10064870;05.02.2024;SPEQ-TEMA-T102;13264;12003397;05.02.2024;05.02.2024;7:02:30;7:44:00;0,69;H;A1;05.02.2024;YANO;100026164;28.02.2024;TRACTERM;10001807;47
10064871;04.02.2024;SPEQ-TEMA-RT34-UNPO;13254;12003001;06.02.2024;06.02.2024;7:00:00;11:30:00;3;H;A1;05.02.2024;EDUARDOC;100026165;06.02.2024;MOTODIES;163;142
10064872;05.02.2024;SPEQ-TEMA-RT42-TROL;13255;12004655;04.02.2024;04.02.2024;10:48:00;11:18:00;0,5;H;A1;05.02.2024;YANO;;05.02.2024;GRURTG;10000660;47
10064873;05.02.2024;SPEQ-TEMA-T088;13264;12003383;05.02.2024;05.02.2024;10:04:00;11:11:00;1,12;H;A1;05.02.2024;YANO;;05.02.2024;TRACTERM;10001114;47
10064874;05.02.2024;SPEQ-TEMA-RT34-GANT;13254;12004680;05.02.2024;05.02.2024;14:00:00;17:00:00;3;H;A1;05.02.2024;EDUARDOC;100026166;06.02.2024;GRURTG;10000464;142
10064875;05.02.2024;SPEQ-TEMA-GP12-HOIS;13222;12003665;05.02.2024;05.02.2024;19:57:29;20:03:00;0,09;H;A1;05.02.2024;DOUGLASB;;07.02.2024;GRUSTS;10001765;142
10064876;06.02.2024;SPEQ-TEMA-RT33;13254;12002043;06.02.2024;06.02.2024;9:04:00;9:32:00;0,47;H;A1;06.02.2024;YANO;;06.02.2024;GRURTG;10000660;47
10064877;06.02.2024;SPEQ-TEMA-RT30-TROL;13254;12004644;06.02.2024;06.02.2024;9:48:00;9:58:00;0,17;H;A1;06.02.2024;YANO;;06.02.2024;GRURTG;10000660;47
10064878;06.02.2024;SPEQ-TEMA-RT27;13254;12002037;06.02.2024;06.02.2024;12:53:00;13:09:00;0,27;H;A1;06.02.2024;YANO;;06.02.2024;GRURTG;10001807;47
10064879;06.02.2024;SPEQ-TEMA-VEHI-SETE;13201;12005224;06.02.2024;06.02.2024;18:51:00;19:20:00;0,48;H;A1;06.02.2024;LUISM;100026173;15.02.2024;VEHICULO;10000177;47
10064880;06.02.2024;SPEQ-TEMA-TL07;13294;12002217;06.02.2024;06.02.2024;14:30:00;15:00:00;0,5;H;A1;06.02.2024;LUISM;;15.02.2024;TRULIFT;10001582;47
10064881;06.02.2024;SPEQ-TEMA-T104;13264;12003399;06.02.2024;06.02.2024;16:47:00;17:20:00;0,55;H;A1;06.02.2024;LUISM;;15.02.2024;TRACTERM;10001582;47
10064882;06.02.2024;SPEQ-TEMA-TL05;13294;12002215;06.02.2024;06.02.2024;16:04:00;16:15:00;0,18;H;A1;06.02.2024;LUISM;;15.02.2024;TRULIFT;10001582;47
10064883;06.02.2024;SPEQ-TEMA-RT28-UNPO;13254;12003004;06.02.2024;06.02.2024;18:13:00;18:17:00;0,07;H;A1;06.02.2024;LUISM;;07.02.2024;MOTODIES;10000177;47
10064884;06.02.2024;SPEQ-TEMA-TL07;13294;12002217;06.02.2024;06.02.2024;18:00:00;18:30:00;0,5;H;A1;06.02.2024;LUISM;100026243;07.03.2024;TRULIFT;10001582;47
10064885;07.02.2024;SPEQ-TEMA-T085;13264;12003380;07.02.2024;07.02.2024;11:00:00;11:20:00;0,33;H;A1;07.02.2024;LUISM;100026175;15.02.2024;TRACTERM;10001582;47
10064886;07.02.2024;SPEQ-TEMA-RT29-SKEW;13254;12005630;07.02.2024;07.02.2024;7:32:00;7:38:00;0,1;H;A1;07.02.2024;LUISM;;28.02.2024;GRURTG;10000481;47
10064887;07.02.2024;SPEQ-TEMA-RT27-GANT;13254;12004673;07.02.2024;07.02.2024;10:23:00;10:30:00;0,12;H;A1;07.02.2024;LUISM;;28.02.2024;GRURTG;10001811;47
10064888;07.02.2024;SPEQ-TEMA-RT33-GANT;13254;12004679;07.02.2024;07.02.2024;9:46:00;9:49:00;0,05;H;A1;07.02.2024;LUISM;;19.02.2024;GRURTG;10000177;47
10064889;07.02.2024;SPEQ-TEMA-T048-MOT;13262;12002387;07.02.2024;07.02.2024;10:32:00;10:40:00;0,13;H;A1;07.02.2024;LUISM;;28.02.2024;M-DIES-T;10001582;47
10064890;07.02.2024;SPEQ-TEMA-EC07;13293;12002210;07.02.2024;07.02.2024;11:50:00;12:25:00;0,58;H;A1;07.02.2024;LUISM;;15.02.2024;EMPTY;10001582;47
10064891;07.02.2024;SPEQ-TEMA-EC07;13293;12002210;07.02.2024;07.02.2024;15:34:00;15:38:00;0,07;H;A1;07.02.2024;YANO;;07.02.2024;EMPTY;10001114;47
10064892;07.02.2024;SPEQ-TEMA-T101;13264;12003396;07.02.2024;07.02.2024;16:18:00;17:17:00;0,98;H;A1;07.02.2024;YANO;;07.02.2024;TRACTERM;10001807;47
10064893;07.02.2024;SPEQ-TEMA-EC07;13293;12002210;07.02.2024;07.02.2024;16:28:00;16:53:00;0,42;H;A1;07.02.2024;YANO;;07.02.2024;EMPTY;;47
10064894;07.02.2024;SPEQ-TEMA-RT28-HOIS;13254;12004610;07.02.2024;07.02.2024;16:55:00;17:26:00;0,52;H;A1;07.02.2024;YANO;;07.02.2024;GRURTG;10000660;47
10064895;07.02.2024;SPEQ-TEMA-RT27-CAR;13254;12004737;07.02.2024;07.02.2024;17:20:00;17:25:00;0,08;H;A1;07.02.2024;YANO;;07.02.2024;GRURTG;10001807;47
10064896;07.02.2024;SPEQ-TEMA-RT28-UNPO;13254;12003004;07.02.2024;07.02.2024;19:08:00;19:47:00;0,65;H;A1;07.02.2024;YANO;;07.02.2024;MOTODIES;10001807;47
